Resolution,Traffic,K,A,T,M,ParamSweep Path,OpenCV Path,Otsu Path
240p,Traffic1,K4,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\240p\Traffic1\Traffic1-Mask.mp4
240p,Traffic1,K4,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\240p\Traffic1\K4\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\240p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\240p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.001_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.01_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K2,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K2\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.001_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.01_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.01_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K3,A0.1_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K3\A0.1_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.9,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.9,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.001_,T0.9,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.001_\T0.9\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.5,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.5,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.5,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.5\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.7,M3,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M3\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M3\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M3\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.7,M4,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M4\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M4\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M4\360p\Traffic1\Traffic1-Mask.mp4
360p,Traffic1,K4,A0.01_,T0.7,M5,Data-Processing\Raw-Data\Param-Sweep\360p\Traffic1\K4\A0.01_\T0.7\M5\Traffic1-Mask.mp4,Data-Processing\Raw-Data\OpenCV\M5\360p\Traffic1\Traffic1-Mask.mp4,Data-Processing\Raw-Data\Otsu\M5\360p\Traffic1\Traffic1-Mask.mp4
